Series,Year,Rate
1985,Male Officers,33
1985,Female Officers,7
1985,Male Civilians,5
1985,Female Civilians,4
1986,Male Officers,44
1986,Female Officers,7
1986,Male Civilians,8
1986,Female Civilians,6
1987,Male Officers,38
1987,Female Officers,4
1987,Male Civilians,26
1987,Female Civilians,9
1988,Male Officers,47
1988,Female Officers,5
1988,Male Civilians,23
1988,Female Civilians,11
1989,Male Officers,61
1989,Female Officers,11
1989,Male Civilians,7
1989,Female Civilians,14
1990,Male Officers,48
1990,Female Officers,4
1990,Male Civilians,39
1990,Female Civilians,30
1991,Male Officers,59
1991,Female Officers,14
1991,Male Civilians,44
1991,Female Civilians,29
1992,Male Officers,68
1992,Female Officers,11
1992,Male Civilians,47
1992,Female Civilians,36
1993,Male Officers,85
1993,Female Officers,14
1993,Male Civilians,47
1993,Female Civilians,12
1994,Male Officers,91
1994,Female Officers,20
1994,Male Civilians,41
1994,Female Civilians,32
1995,Male Officers,105
1995,Female Officers,18
1995,Male Civilians,44
1995,Female Civilians,40
1996,Male Officers,115
1996,Female Officers,15
1996,Male Civilians,39
1996,Female Civilians,41
1997,Male Officers,132
1997,Female Officers,14
1997,Male Civilians,53
1997,Female Civilians,48
1998,Male Officers,134
1998,Female Officers,14
1998,Male Civilians,43
1998,Female Civilians,54
1999,Male Officers,145
1999,Female Officers,13
1999,Male Civilians,41
1999,Female Civilians,56
2000,Male Officers,140
2000,Female Officers,22
2000,Male Civilians,50
2000,Female Civilians,58
2001,Male Officers,138
2001,Female Officers,24
2001,Male Civilians,51
2001,Female Civilians,52
2002,Male Officers,148
2002,Female Officers,21
2002,Male Civilians,60
2002,Female Civilians,63
2003,Male Officers,154
2003,Female Officers,21
2003,Male Civilians,119
2003,Female Civilians,112
2004,Male Officers,141
2004,Female Officers,19
2004,Male Civilians,118
2004,Female Civilians,131
2005,Male Officers,153
2005,Female Officers,21
2005,Male Civilians,125
2005,Female Civilians,131
2006,Male Officers,169
2006,Female Officers,20
2006,Male Civilians,127
2006,Female Civilians,143
2007,Male Officers,177
2007,Female Officers,19
2007,Male Civilians,127
2007,Female Civilians,144
2008,Male Officers,168
2008,Female Officers,21
2008,Male Civilians,127
2008,Female Civilians,140
2009,Male Officers,190
2009,Female Officers,22
2009,Male Civilians,130
2009,Female Civilians,141
2010,Male Officers,197
2010,Female Officers,20
2010,Male Civilians,129
2010,Female Civilians,148
2011,Male Officers,194
2011,Female Officers,21
2011,Male Civilians,134
2011,Female Civilians,145
2012,Male Officers,196
2012,Female Officers,25
2012,Male Civilians,137
2012,Female Civilians,131
2013,Male Officers,183
2013,Female Officers,24
2013,Male Civilians,152
2013,Female Civilians,134
2014,Male Officers,195
2014,Female Officers,21
2014,Male Civilians,152
2014,Female Civilians,134
2015,Male Officers,195
2015,Female Officers,21
2015,Male Civilians,152
2015,Female Civilians,134
2016,Male Officers,205
2016,Female Officers,19
2016,Male Civilians,148
2016,Female Civilians,138
2017,Male Officers,190
2017,Female Officers,22
2017,Male Civilians,163
2017,Female Civilians,146
2018,Male Officers,198
2018,Female Officers,25
2018,Male Civilians,163
2018,Female Civilians,143
