Series,Year,Rate
1985,Male Officers,6480
1985,Female Officers,571
1985,Male Civilians,981
1985,Female Civilians,1603
1986,Male Officers,6382
1986,Female Officers,569
1986,Male Civilians,881
1986,Female Civilians,1526
1987,Male Officers,6447
1987,Female Officers,625
1987,Male Civilians,859
1987,Female Civilians,1544
1988,Male Officers,6737
1988,Female Officers,816
1988,Male Civilians,894
1988,Female Civilians,1576
1989,Male Officers,6946
1989,Female Officers,947
1989,Male Civilians,885
1989,Female Civilians,1700
1990,Male Officers,7292
1990,Female Officers,1089
1990,Male Civilians,1033
1990,Female Civilians,1776
1991,Male Officers,7096
1991,Female Officers,1102
1991,Male Civilians,996
1991,Female Civilians,1670
1992,Male Officers,6720
1992,Female Officers,1080
1992,Male Civilians,961
1992,Female Civilians,1631
1993,Male Officers,6497
1993,Female Officers,1140
1993,Male Civilians,909
1993,Female Civilians,1553
1994,Male Officers,6626
1994,Female Officers,1243
1994,Male Civilians,1123
1994,Female Civilians,1752
1995,Male Officers,6945
1995,Female Officers,1418
1995,Male Civilians,996
1995,Female Civilians,1872
1996,Male Officers,7568
1996,Female Officers,1580
1996,Male Civilians,1084
1996,Female Civilians,1972
1997,Male Officers,7834
1997,Female Officers,1676
1997,Male Civilians,1008
1997,Female Civilians,1919
1998,Male Officers,7968
1998,Female Officers,1755
1998,Male Civilians,975
1998,Female Civilians,1946
1999,Male Officers,7779
1999,Female Officers,1746
1999,Male Civilians,1032
1999,Female Civilians,2000
2000,Male Officers,7489
2000,Female Officers,1703
2000,Male Civilians,970
2000,Female Civilians,1994
2001,Male Officers,7273
2001,Female Officers,1670
2001,Male Civilians,1016
2001,Female Civilians,2020
2002,Male Officers,7344
2002,Female Officers,1712
2002,Male Civilians,1060
2002,Female Civilians,2062
2003,Male Officers,7522
2003,Female Officers,1743
2003,Male Civilians,1064
2003,Female Civilians,2065
2004,Male Officers,7368
2004,Female Officers,1702
2004,Male Civilians,1043
2004,Female Civilians,1974
2005,Male Officers,7587
2005,Female Officers,1768
2005,Male Civilians,1063
2005,Female Civilians,2002
2006,Male Officers,7648
2006,Female Officers,1745
2006,Male Civilians,1150
2006,Female Civilians,2142
2007,Male Officers,7753
2007,Female Officers,1785
2007,Male Civilians,1188
2007,Female Civilians,2143
2008,Male Officers,7921
2008,Female Officers,1822
2008,Male Civilians,1171
2008,Female Civilians,2094
2009,Male Officers,8090
2009,Female Officers,1890
2009,Male Civilians,1160
2009,Female Civilians,2055
2010,Male Officers,7983
2010,Female Officers,1875
2010,Male Civilians,1050
2010,Female Civilians,1846
2011,Male Officers,7969
2011,Female Officers,1891
2011,Male Civilians,1035
2011,Female Civilians,1829
2012,Male Officers,8063
2012,Female Officers,1929
2012,Male Civilians,1125
2012,Female Civilians,1839
2013,Male Officers,7974
2013,Female Officers,1869
2013,Male Civilians,1053
2013,Female Civilians,1720
2014,Male Officers,8026
2014,Female Officers,1881
2014,Male Civilians,1115
2014,Female Civilians,1752
2015,Male Officers,8009
2015,Female Officers,1854
2015,Male Civilians,1140
2015,Female Civilians,1662
2016,Male Officers,8029
2016,Female Officers,1821
2016,Male Civilians,1161
2016,Female Civilians,1681
2017,Male Officers,8146
2017,Female Officers,1842
2017,Male Civilians,1191
2017,Female Civilians,1678
2018,Male Officers,8133
2018,Female Officers,1841
2018,Male Civilians,1263
2018,Female Civilians,1773
