Series,Year,Rate
1985,Male Officers,38
1985,Female Officers,14
1985,Male Civilians,2
1985,Female Civilians,3
1986,Male Officers,40
1986,Female Officers,13
1986,Male Civilians,3
1986,Female Civilians,4
1987,Male Officers,39
1987,Female Officers,14
1987,Male Civilians,4
1987,Female Civilians,3
1988,Male Officers,35
1988,Female Officers,9
1988,Male Civilians,2
1988,Female Civilians,3
1989,Male Officers,32
1989,Female Officers,10
1989,Male Civilians,13
1989,Female Civilians,10
1990,Male Officers,30
1990,Female Officers,9
1990,Male Civilians,16
1990,Female Civilians,11
1991,Male Officers,32
1991,Female Officers,8
1991,Male Civilians,19
1991,Female Civilians,15
1992,Male Officers,31
1992,Female Officers,8
1992,Male Civilians,19
1992,Female Civilians,16
1993,Male Officers,30
1993,Female Officers,5
1993,Male Civilians,30
1993,Female Civilians,18
1994,Male Officers,33
1994,Female Officers,5
1994,Male Civilians,45
1994,Female Civilians,25
1995,Male Officers,47
1995,Female Officers,7
1995,Male Civilians,29
1995,Female Civilians,21
1996,Male Officers,42
1996,Female Officers,4
1996,Male Civilians,35
1996,Female Civilians,25
1997,Male Officers,48
1997,Female Officers,5
1997,Male Civilians,34
1997,Female Civilians,33
1998,Male Officers,46
1998,Female Officers,6
1998,Male Civilians,41
1998,Female Civilians,37
1999,Male Officers,50
1999,Female Officers,8
1999,Male Civilians,42
1999,Female Civilians,32
2000,Male Officers,33
2000,Female Officers,3
2000,Male Civilians,55
2000,Female Civilians,40
2001,Male Officers,33
2001,Female Officers,4
2001,Male Civilians,56
2001,Female Civilians,43
2002,Male Officers,32
2002,Female Officers,5
2002,Male Civilians,63
2002,Female Civilians,48
2003,Male Officers,33
2003,Female Officers,4
2003,Male Civilians,63
2003,Female Civilians,48
2004,Male Officers,53
2004,Female Officers,10
2004,Male Civilians,49
2004,Female Civilians,38
2005,Male Officers,50
2005,Female Officers,10
2005,Male Civilians,56
2005,Female Civilians,45
2006,Male Officers,48
2006,Female Officers,11
2006,Male Civilians,50
2006,Female Civilians,53
2007,Male Officers,45
2007,Female Officers,9
2007,Male Civilians,54
2007,Female Civilians,54
2008,Male Officers,47
2008,Female Officers,11
2008,Male Civilians,56
2008,Female Civilians,58
2009,Male Officers,56
2009,Female Officers,18
2009,Male Civilians,60
2009,Female Civilians,56
2010,Male Officers,44
2010,Female Officers,16
2010,Male Civilians,52
2010,Female Civilians,54
2011,Male Officers,42
2011,Female Officers,12
2011,Male Civilians,60
2011,Female Civilians,52
2012,Male Officers,45
2012,Female Officers,10
2012,Male Civilians,52
2012,Female Civilians,59
2013,Male Officers,51
2013,Female Officers,10
2013,Male Civilians,51
2013,Female Civilians,53
2014,Male Officers,46
2014,Female Officers,6
2014,Male Civilians,41
2014,Female Civilians,37
2015,Male Officers,48
2015,Female Officers,7
2015,Male Civilians,50
2015,Female Civilians,63
2016,Male Officers,55
2016,Female Officers,6
2016,Male Civilians,52
2016,Female Civilians,50
2017,Male Officers,63
2017,Female Officers,7
2017,Male Civilians,34
2017,Female Civilians,51
2018,Male Officers,69
2018,Female Officers,9
2018,Male Civilians,35
2018,Female Civilians,52
