ori,year,aggravated_assault,all_other_offenses,arson,burglary,curfew,disorderly_conduct,dui,drug_grand_total,drunkness,embezzlement,forgery,fraud,gambling_total,human_trafficking_commercial_sex_traffic,human_trafficking_servitude,larceny,liquor_laws,manslaughter,motor_vehicle_theft,murder,offense_against_family,prostitution_total,rape,robbery,other_sex_offenses,simple_assault,stolen_property,suspicion,vagrancy,vandalism,weapons
OR0280000,2018,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR0280000,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR0280000,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR0280000,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR0280000,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR0280000,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR0280000,2012,1,22,0,3,0,9,10,106,0,0,4,1,0,0,0,9,2,0,4,0,2,0,1,0,0,5,1,0,0,0,4
OR0280000,2011,0,15,0,0,0,6,19,142,0,1,2,1,0,0,0,5,3,0,4,0,1,0,0,0,0,3,0,0,0,0,3
OR0280000,2010,0,8,0,0,0,4,8,105,0,0,0,2,0,0,0,3,5,0,0,0,1,0,0,0,0,4,0,0,0,0,4
OR0280000,2009,0,15,0,1,0,1,10,95,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0
OR0280000,2008,1,7,0,3,0,5,9,51,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,8,0,0,0,2,1
OR0280000,2007,0,12,0,1,0,6,6,66,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,4,0,0,0,2,3
OR0280000,2006,0,14,1,0,0,4,4,6,0,0,2,1,0,0,0,2,1,0,0,0,2,0,0,0,0,11,0,0,0,0,3
OR0280000,2005,0,24,0,0,0,4,7,6,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,5,1,0,0,0,1
OR0280000,2004,1,29,2,2,0,3,9,7,0,1,0,0,0,0,0,8,3,0,1,1,1,0,0,0,0,12,0,0,0,2,2
OR0280000,2003,0,6,0,8,0,0,6,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,5,0
OR0280000,2002,0,12,0,0,0,2,6,1,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,16,0,0,0,3,1
OR0280000,2001,2,4,0,1,0,2,8,3,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,8,0,0,0,1,0
OR0280000,2000,0,8,0,0,0,2,5,1,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,13,0,0,0,1,1
OR0280000,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR0280000,1998,0,15,0,5,1,1,8,6,0,0,3,1,0,0,0,2,2,0,1,0,0,0,0,0,1,8,0,0,0,6,2
OR0280000,1997,2,7,0,5,0,1,9,7,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,1,11,2,0,0,1,3
OR0280000,1996,0,18,0,3,0,3,3,11,0,0,0,5,0,0,0,6,2,0,0,0,0,0,0,0,4,8,0,0,0,1,1
OR0280000,1995,0,17,0,2,0,3,2,8,0,0,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,14,0,0,0,7,0
OR0280000,1994,1,17,0,1,0,2,4,6,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,6,15,1,0,0,8,1
OR0280000,1993,1,13,0,2,0,6,1,3,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,11,3,0,0,2,0
OR0280000,1992,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,6,0
OR0280000,1991,0,5,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,6,0
OR0280000,1990,2,4,0,3,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,9,0
OR0280000,1989,0,6,0,0,0,2,4,1,0,0,0,0,0,0,0,6,2,0,4,0,0,0,0,0,2,1,0,0,0,4,0
OR0280000,1988,0,3,0,1,0,2,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1
OR0280000,1987,0,7,0,3,0,0,2,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0
OR0280000,1986,0,2,0,0,0,3,2,1,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,2,2,1,0,0,0,0,0
OR0280000,1985,0,3,0,1,0,1,12,3,0,0,0,3,0,0,0,1,3,0,1,1,0,0,0,0,0,2,1,0,0,1,1
