Series,Year,Rate
1985,Male Officers,945
1985,Female Officers,76
1985,Male Civilians,112
1985,Female Civilians,396
1986,Male Officers,958
1986,Female Officers,83
1986,Male Civilians,107
1986,Female Civilians,436
1987,Male Officers,986
1987,Female Officers,98
1987,Male Civilians,98
1987,Female Civilians,447
1988,Male Officers,1010
1988,Female Officers,115
1988,Male Civilians,105
1988,Female Civilians,449
1989,Male Officers,1069
1989,Female Officers,126
1989,Male Civilians,114
1989,Female Civilians,485
1990,Male Officers,1088
1990,Female Officers,121
1990,Male Civilians,125
1990,Female Civilians,497
1991,Male Officers,865
1991,Female Officers,96
1991,Male Civilians,90
1991,Female Civilians,414
1992,Male Officers,1277
1992,Female Officers,152
1992,Male Civilians,114
1992,Female Civilians,522
1993,Male Officers,1288
1993,Female Officers,157
1993,Male Civilians,124
1993,Female Civilians,533
1994,Male Officers,1350
1994,Female Officers,163
1994,Male Civilians,140
1994,Female Civilians,577
1995,Male Officers,1408
1995,Female Officers,177
1995,Male Civilians,155
1995,Female Civilians,615
1996,Male Officers,1482
1996,Female Officers,184
1996,Male Civilians,168
1996,Female Civilians,686
1997,Male Officers,1562
1997,Female Officers,200
1997,Male Civilians,178
1997,Female Civilians,723
1998,Male Officers,1294
1998,Female Officers,118
1998,Male Civilians,716
1998,Female Civilians,982
1999,Male Officers,1807
1999,Female Officers,226
1999,Male Civilians,313
1999,Female Civilians,858
2000,Male Officers,1991
2000,Female Officers,253
2000,Male Civilians,321
2000,Female Civilians,890
2001,Male Officers,1734
2001,Female Officers,161
2001,Male Civilians,755
2001,Female Civilians,1098
2002,Male Officers,1788
2002,Female Officers,163
2002,Male Civilians,790
2002,Female Civilians,1139
2003,Male Officers,1809
2003,Female Officers,172
2003,Male Civilians,842
2003,Female Civilians,1232
2004,Male Officers,1834
2004,Female Officers,173
2004,Male Civilians,875
2004,Female Civilians,1253
2005,Male Officers,1871
2005,Female Officers,182
2005,Male Civilians,956
2005,Female Civilians,1301
2006,Male Officers,2036
2006,Female Officers,195
2006,Male Civilians,947
2006,Female Civilians,1352
2007,Male Officers,2823
2007,Female Officers,391
2007,Male Civilians,342
2007,Female Civilians,1256
2008,Male Officers,2312
2008,Female Officers,218
2008,Male Civilians,410
2008,Female Civilians,1110
2009,Male Officers,2493
2009,Female Officers,242
2009,Male Civilians,1005
2009,Female Civilians,1524
2010,Male Officers,2452
2010,Female Officers,244
2010,Male Civilians,980
2010,Female Civilians,1454
2011,Male Officers,2405
2011,Female Officers,239
2011,Male Civilians,901
2011,Female Civilians,1417
2012,Male Officers,2337
2012,Female Officers,226
2012,Male Civilians,881
2012,Female Civilians,1370
2013,Male Officers,2235
2013,Female Officers,209
2013,Male Civilians,890
2013,Female Civilians,1334
2014,Male Officers,2270
2014,Female Officers,215
2014,Male Civilians,910
2014,Female Civilians,1327
2015,Male Officers,2879
2015,Female Officers,385
2015,Male Civilians,362
2015,Female Civilians,1199
2016,Male Officers,2925
2016,Female Officers,401
2016,Male Civilians,278
2016,Female Civilians,1251
2017,Male Officers,3112
2017,Female Officers,451
2017,Male Civilians,478
2017,Female Civilians,1338
2018,Male Officers,2681
2018,Female Officers,281
2018,Male Civilians,467
2018,Female Civilians,1106
