Series,Year,Rate
1985,Male Officers,917
1985,Female Officers,28
1985,Male Civilians,380
1985,Female Civilians,292
1986,Male Officers,931
1986,Female Officers,32
1986,Male Civilians,370
1986,Female Civilians,297
1987,Male Officers,911
1987,Female Officers,33
1987,Male Civilians,407
1987,Female Civilians,313
1988,Male Officers,1049
1988,Female Officers,48
1988,Male Civilians,378
1988,Female Civilians,336
1989,Male Officers,1116
1989,Female Officers,58
1989,Male Civilians,465
1989,Female Civilians,384
1990,Male Officers,1144
1990,Female Officers,64
1990,Male Civilians,490
1990,Female Civilians,386
1991,Male Officers,1178
1991,Female Officers,75
1991,Male Civilians,486
1991,Female Civilians,406
1992,Male Officers,1156
1992,Female Officers,94
1992,Male Civilians,488
1992,Female Civilians,442
1993,Male Officers,1162
1993,Female Officers,91
1993,Male Civilians,510
1993,Female Civilians,437
1994,Male Officers,1202
1994,Female Officers,104
1994,Male Civilians,533
1994,Female Civilians,402
1995,Male Officers,1202
1995,Female Officers,104
1995,Male Civilians,533
1995,Female Civilians,402
1996,Male Officers,1276
1996,Female Officers,118
1996,Male Civilians,549
1996,Female Civilians,419
1997,Male Officers,1315
1997,Female Officers,145
1997,Male Civilians,566
1997,Female Civilians,431
1998,Male Officers,1329
1998,Female Officers,150
1998,Male Civilians,553
1998,Female Civilians,419
1999,Male Officers,1335
1999,Female Officers,153
1999,Male Civilians,570
1999,Female Civilians,437
2000,Male Officers,1388
2000,Female Officers,169
2000,Male Civilians,560
2000,Female Civilians,432
2001,Male Officers,1371
2001,Female Officers,181
2001,Male Civilians,563
2001,Female Civilians,461
2002,Male Officers,1371
2002,Female Officers,191
2002,Male Civilians,571
2002,Female Civilians,459
2003,Male Officers,1405
2003,Female Officers,202
2003,Male Civilians,574
2003,Female Civilians,481
2004,Male Officers,1434
2004,Female Officers,183
2004,Male Civilians,567
2004,Female Civilians,486
2005,Male Officers,1351
2005,Female Officers,215
2005,Male Civilians,647
2005,Female Civilians,533
2006,Male Officers,1452
2006,Female Officers,238
2006,Male Civilians,640
2006,Female Civilians,528
2007,Male Officers,1415
2007,Female Officers,224
2007,Male Civilians,697
2007,Female Civilians,535
2008,Male Officers,1458
2008,Female Officers,235
2008,Male Civilians,742
2008,Female Civilians,565
2009,Male Officers,1504
2009,Female Officers,242
2009,Male Civilians,843
2009,Female Civilians,652
2010,Male Officers,1499
2010,Female Officers,252
2010,Male Civilians,889
2010,Female Civilians,670
2011,Male Officers,1412
2011,Female Officers,233
2011,Male Civilians,866
2011,Female Civilians,650
2012,Male Officers,1322
2012,Female Officers,218
2012,Male Civilians,834
2012,Female Civilians,598
2013,Male Officers,1359
2013,Female Officers,222
2013,Male Civilians,765
2013,Female Civilians,568
2014,Male Officers,1357
2014,Female Officers,219
2014,Male Civilians,791
2014,Female Civilians,575
2015,Male Officers,1372
2015,Female Officers,231
2015,Male Civilians,794
2015,Female Civilians,576
2016,Male Officers,1498
2016,Female Officers,260
2016,Male Civilians,660
2016,Female Civilians,529
2017,Male Officers,1414
2017,Female Officers,251
2017,Male Civilians,829
2017,Female Civilians,600
2018,Male Officers,1462
2018,Female Officers,262
2018,Male Civilians,766
2018,Female Civilians,542
