Label,Value,Year
Reported,1534,1985
Cleared,569,1985
Reported,1616,1986
Cleared,873,1986
Reported,1692,1987
Cleared,647,1987
Reported,1720,1988
Cleared,715,1988
Reported,1676,1989
Cleared,650,1989
Reported,1831,1990
Cleared,667,1990
Reported,1932,1991
Cleared,486,1991
Reported,1926,1992
Cleared,477,1992
Reported,3183,1993
Cleared,550,1993
Reported,4934,1994
Cleared,1241,1994
Reported,5122,1995
Cleared,1834,1995
Reported,4123,1996
Cleared,2285,1996
Reported,3790,1997
Cleared,2045,1997
Reported,3142,1998
Cleared,1249,1998
Reported,2371,1999
Cleared,895,1999
Reported,2450,2000
Cleared,825,2000
Reported,3302,2001
Cleared,1324,2001
Reported,4574,2002
Cleared,1808,2002
Reported,4551,2003
Cleared,1028,2003
Reported,5318,2004
Cleared,1322,2004
Reported,5275,2005
Cleared,1584,2005
Reported,6680,2006
Cleared,2195,2006
Reported,7548,2007
Cleared,3116,2007
Reported,7543,2008
Cleared,3494,2008
Reported,7735,2009
Cleared,3608,2009
Reported,7886,2010
Cleared,3527,2010
Reported,6587,2011
Cleared,3082,2011
Reported,7102,2012
Cleared,3199,2012
Reported,6500,2013
Cleared,2909,2013
Reported,7089,2014
Cleared,3171,2014
Reported,8139,2015
Cleared,3015,2015
Reported,7188,2016
Cleared,2679,2016
Reported,5134,2017
Cleared,2271,2017
Reported,5529,2018
Cleared,2003,2018
