Series,Year,Rate
1985,Male Officers,36
1985,Female Officers,11
1985,Male Civilians,1
1985,Female Civilians,7
1986,Male Officers,28
1986,Female Officers,12
1986,Male Civilians,0
1986,Female Civilians,2
1987,Male Officers,29
1987,Female Officers,8
1987,Male Civilians,8
1987,Female Civilians,9
1988,Male Officers,33
1988,Female Officers,8
1988,Male Civilians,10
1988,Female Civilians,12
1989,Male Officers,29
1989,Female Officers,5
1989,Male Civilians,10
1989,Female Civilians,4
1990,Male Officers,23
1990,Female Officers,3
1990,Male Civilians,7
1990,Female Civilians,4
1991,Male Officers,22
1991,Female Officers,5
1991,Male Civilians,2
1991,Female Civilians,3
1992,Male Officers,20
1992,Female Officers,6
1992,Male Civilians,10
1992,Female Civilians,4
1993,Male Officers,29
1993,Female Officers,6
1993,Male Civilians,9
1993,Female Civilians,4
1994,Male Officers,33
1994,Female Officers,5
1994,Male Civilians,8
1994,Female Civilians,5
1995,Male Officers,33
1995,Female Officers,5
1995,Male Civilians,9
1995,Female Civilians,5
1996,Male Officers,33
1996,Female Officers,5
1996,Male Civilians,9
1996,Female Civilians,5
1997,Male Officers,27
1997,Female Officers,8
1997,Male Civilians,10
1997,Female Civilians,6
1998,Male Officers,28
1998,Female Officers,8
1998,Male Civilians,8
1998,Female Civilians,9
1999,Male Officers,28
1999,Female Officers,11
1999,Male Civilians,8
1999,Female Civilians,7
2000,Male Officers,25
2000,Female Officers,11
2000,Male Civilians,9
2000,Female Civilians,10
2001,Male Officers,27
2001,Female Officers,10
2001,Male Civilians,6
2001,Female Civilians,10
2002,Male Officers,25
2002,Female Officers,10
2002,Male Civilians,8
2002,Female Civilians,7
2003,Male Officers,27
2003,Female Officers,13
2003,Male Civilians,19
2003,Female Civilians,15
2004,Male Officers,35
2004,Female Officers,11
2004,Male Civilians,11
2004,Female Civilians,14
2005,Male Officers,42
2005,Female Officers,12
2005,Male Civilians,18
2005,Female Civilians,10
2006,Male Officers,51
2006,Female Officers,11
2006,Male Civilians,12
2006,Female Civilians,9
2007,Male Officers,28
2007,Female Officers,8
2007,Male Civilians,8
2007,Female Civilians,9
2008,Male Officers,50
2008,Female Officers,11
2008,Male Civilians,10
2008,Female Civilians,11
2009,Male Officers,53
2009,Female Officers,12
2009,Male Civilians,11
2009,Female Civilians,10
2010,Male Officers,60
2010,Female Officers,13
2010,Male Civilians,12
2010,Female Civilians,11
2011,Male Officers,61
2011,Female Officers,13
2011,Male Civilians,11
2011,Female Civilians,9
2012,Male Officers,64
2012,Female Officers,13
2012,Male Civilians,11
2012,Female Civilians,11
2013,Male Officers,61
2013,Female Officers,12
2013,Male Civilians,11
2013,Female Civilians,12
2014,Male Officers,59
2014,Female Officers,15
2014,Male Civilians,11
2014,Female Civilians,13
2015,Male Officers,57
2015,Female Officers,11
2015,Male Civilians,12
2015,Female Civilians,13
2016,Male Officers,61
2016,Female Officers,10
2016,Male Civilians,12
2016,Female Civilians,14
2017,Male Officers,64
2017,Female Officers,10
2017,Male Civilians,16
2017,Female Civilians,14
2018,Male Officers,70
2018,Female Officers,9
2018,Male Civilians,15
2018,Female Civilians,14
