Label,Value,Year
Reported,24,1985
Cleared,11,1985
Reported,12,1986
Cleared,5,1986
Reported,37,1987
Cleared,21,1987
Reported,21,1988
Cleared,19,1988
Reported,17,1989
Cleared,6,1989
Reported,8,1990
Cleared,7,1990
Reported,11,1991
Cleared,11,1991
Reported,7,1992
Cleared,7,1992
Reported,7,1993
Cleared,6,1993
Reported,78,1994
Cleared,59,1994
Reported,79,1995
Cleared,63,1995
Reported,21,1996
Cleared,17,1996
Reported,15,1997
Cleared,14,1997
Reported,39,1998
Cleared,37,1998
Reported,6,1999
Cleared,6,1999
Reported,14,2000
Cleared,13,2000
Reported,19,2001
Cleared,19,2001
Reported,20,2002
Cleared,9,2002
Reported,26,2003
Cleared,14,2003
Reported,10,2004
Cleared,7,2004
Reported,21,2005
Cleared,5,2005
Reported,10,2006
Cleared,6,2006
Reported,16,2007
Cleared,4,2007
Reported,25,2008
Cleared,14,2008
Reported,19,2009
Cleared,10,2009
Reported,21,2010
Cleared,4,2010
Reported,15,2011
Cleared,4,2011
Reported,12,2012
Cleared,8,2012
Reported,18,2013
Cleared,9,2013
Reported,10,2014
Cleared,7,2014
Reported,5,2015
Cleared,3,2015
Reported,9,2016
Cleared,2,2016
Reported,5,2017
Cleared,2,2017
