Series,Year,Rate
1985,Male Officers,919
1985,Female Officers,57
1985,Male Civilians,36
1985,Female Civilians,234
1986,Male Officers,946
1986,Female Officers,59
1986,Male Civilians,35
1986,Female Civilians,249
1987,Male Officers,938
1987,Female Officers,60
1987,Male Civilians,33
1987,Female Civilians,193
1988,Male Officers,949
1988,Female Officers,64
1988,Male Civilians,32
1988,Female Civilians,184
1989,Male Officers,1000
1989,Female Officers,61
1989,Male Civilians,25
1989,Female Civilians,198
1990,Male Officers,1037
1990,Female Officers,75
1990,Male Civilians,70
1990,Female Civilians,287
1991,Male Officers,1093
1991,Female Officers,77
1991,Male Civilians,116
1991,Female Civilians,349
1992,Male Officers,1095
1992,Female Officers,79
1992,Male Civilians,85
1992,Female Civilians,322
1993,Male Officers,1115
1993,Female Officers,88
1993,Male Civilians,87
1993,Female Civilians,334
1994,Male Officers,1112
1994,Female Officers,97
1994,Male Civilians,74
1994,Female Civilians,310
1995,Male Officers,1151
1995,Female Officers,90
1995,Male Civilians,103
1995,Female Civilians,320
1996,Male Officers,1196
1996,Female Officers,104
1996,Male Civilians,80
1996,Female Civilians,326
1997,Male Officers,1208
1997,Female Officers,108
1997,Male Civilians,103
1997,Female Civilians,349
1998,Male Officers,1227
1998,Female Officers,114
1998,Male Civilians,75
1998,Female Civilians,339
1999,Male Officers,1280
1999,Female Officers,113
1999,Male Civilians,68
1999,Female Civilians,341
2000,Male Officers,1264
2000,Female Officers,121
2000,Male Civilians,70
2000,Female Civilians,323
2001,Male Officers,1266
2001,Female Officers,121
2001,Male Civilians,82
2001,Female Civilians,344
2002,Male Officers,1251
2002,Female Officers,127
2002,Male Civilians,132
2002,Female Civilians,309
2003,Male Officers,1266
2003,Female Officers,134
2003,Male Civilians,80
2003,Female Civilians,312
2004,Male Officers,1216
2004,Female Officers,129
2004,Male Civilians,76
2004,Female Civilians,300
2005,Male Officers,1216
2005,Female Officers,133
2005,Male Civilians,79
2005,Female Civilians,287
2006,Male Officers,1241
2006,Female Officers,132
2006,Male Civilians,78
2006,Female Civilians,298
2007,Male Officers,1261
2007,Female Officers,135
2007,Male Civilians,86
2007,Female Civilians,302
2008,Male Officers,1245
2008,Female Officers,138
2008,Male Civilians,85
2008,Female Civilians,286
2009,Male Officers,1238
2009,Female Officers,133
2009,Male Civilians,84
2009,Female Civilians,294
2010,Male Officers,1135
2010,Female Officers,124
2010,Male Civilians,81
2010,Female Civilians,284
2011,Male Officers,1030
2011,Female Officers,73
2011,Male Civilians,80
2011,Female Civilians,273
2012,Male Officers,989
2012,Female Officers,105
2012,Male Civilians,80
2012,Female Civilians,261
2013,Male Officers,978
2013,Female Officers,99
2013,Male Civilians,80
2013,Female Civilians,267
2014,Male Officers,875
2014,Female Officers,91
2014,Male Civilians,132
2014,Female Civilians,279
2015,Male Officers,847
2015,Female Officers,92
2015,Male Civilians,107
2015,Female Civilians,279
2016,Male Officers,841
2016,Female Officers,98
2016,Male Civilians,116
2016,Female Civilians,297
2017,Male Officers,842
2017,Female Officers,98
2017,Male Civilians,110
2017,Female Civilians,296
2018,Male Officers,1002
2018,Female Officers,111
2018,Male Civilians,122
2018,Female Civilians,315
