ori,year,aggravated_assault,all_other_offenses,arson,burglary,curfew,disorderly_conduct,dui,drug_grand_total,drunkness,embezzlement,forgery,fraud,gambling_total,human_trafficking_commercial_sex_traffic,human_trafficking_servitude,larceny,liquor_laws,manslaughter,motor_vehicle_theft,murder,offense_against_family,prostitution_total,rape,robbery,other_sex_offenses,simple_assault,stolen_property,suspicion,vagrancy,vandalism,weapons
MN0320200,2018,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
MN0320200,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0320200,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MN0320200,2015,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2
MN0320200,2014,0,2,0,0,0,0,2,2,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,5,0
MN0320200,2013,2,2,0,1,0,1,2,4,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0
MN0320200,2012,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,1,9,0,1,0,0,0,0,0,0,2,0,0,0,0,0
MN0320200,2011,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,4,0,0,0,0,0
MN0320200,2010,0,1,0,3,0,2,7,1,0,0,0,2,0,0,0,5,9,0,0,1,0,0,0,0,0,6,0,0,0,0,0
MN0320200,2009,0,0,0,0,0,3,5,2,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0
MN0320200,2008,1,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,4,0,0,0,6,0
MN0320200,2007,2,6,0,0,0,1,5,0,0,0,1,5,0,0,0,0,12,0,0,0,0,0,0,0,1,3,0,0,0,1,0
MN0320200,2006,0,2,0,0,0,0,5,0,0,0,1,5,0,0,0,1,17,0,0,0,0,0,0,0,1,5,0,0,0,0,0
MN0320200,2005,0,3,0,1,0,0,2,3,0,0,1,5,0,0,0,1,15,0,1,0,1,0,0,0,0,3,0,0,0,1,0
MN0320200,2004,0,5,0,2,0,4,0,4,0,0,1,6,0,0,0,1,55,0,0,0,0,0,0,0,1,3,1,0,0,0,0
MN0320200,2003,2,2,0,0,0,0,2,0,0,0,1,8,0,0,0,4,29,0,0,0,0,0,0,0,0,1,0,0,0,6,0
MN0320200,2002,1,1,0,0,0,0,4,2,0,0,0,1,0,0,0,0,36,0,1,0,0,0,0,0,2,7,0,0,0,0,0
MN0320200,2001,1,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MN0320200,2000,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2
MN0320200,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0320200,1998,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0320200,1997,1,3,0,1,0,3,5,1,0,0,0,31,0,0,0,5,16,0,1,1,0,0,0,0,0,1,0,0,0,0,0
MN0320200,1996,0,0,0,1,0,0,8,5,0,0,0,24,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MN0320200,1995,0,1,0,0,3,1,9,1,0,0,0,3,0,0,0,3,27,0,0,0,0,0,0,0,0,3,1,0,0,4,0
MN0320200,1994,0,2,0,0,0,0,6,2,0,0,0,12,0,0,0,2,11,0,0,0,0,0,0,0,0,2,0,0,0,4,0
MN0320200,1993,1,2,0,0,2,0,7,2,0,0,1,13,0,0,0,8,43,0,2,0,2,0,1,0,0,6,0,0,0,0,0
MN0320200,1992,0,1,0,7,0,0,5,0,0,0,0,17,0,0,0,8,6,0,0,0,0,0,0,0,0,3,0,0,0,7,0
MN0320200,1991,1,1,0,0,0,1,2,0,0,0,0,14,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0
MN0320200,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0320200,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0320200,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0320200,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0320200,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0320200,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
