Series,Year,Rate
1985,Male Officers,535
1985,Female Officers,73
1985,Male Civilians,60
1985,Female Civilians,134
1986,Male Officers,551
1986,Female Officers,87
1986,Male Civilians,60
1986,Female Civilians,134
1987,Male Officers,556
1987,Female Officers,108
1987,Male Civilians,61
1987,Female Civilians,131
1988,Male Officers,572
1988,Female Officers,109
1988,Male Civilians,68
1988,Female Civilians,135
1989,Male Officers,612
1989,Female Officers,116
1989,Male Civilians,71
1989,Female Civilians,133
1990,Male Officers,627
1990,Female Officers,174
1990,Male Civilians,69
1990,Female Civilians,145
1991,Male Officers,698
1991,Female Officers,140
1991,Male Civilians,66
1991,Female Civilians,144
1992,Male Officers,723
1992,Female Officers,150
1992,Male Civilians,67
1992,Female Civilians,139
1993,Male Officers,786
1993,Female Officers,154
1993,Male Civilians,64
1993,Female Civilians,148
1994,Male Officers,1010
1994,Female Officers,197
1994,Male Civilians,94
1994,Female Civilians,209
1995,Male Officers,1051
1995,Female Officers,157
1995,Male Civilians,149
1995,Female Civilians,177
1996,Male Officers,1097
1996,Female Officers,193
1996,Male Civilians,85
1996,Female Civilians,258
1997,Male Officers,1037
1997,Female Officers,183
1997,Male Civilians,88
1997,Female Civilians,265
1998,Male Officers,1078
1998,Female Officers,183
1998,Male Civilians,90
1998,Female Civilians,268
1999,Male Officers,1403
1999,Female Officers,238
1999,Male Civilians,429
1999,Female Civilians,549
2000,Male Officers,1460
2000,Female Officers,273
2000,Male Civilians,467
2000,Female Civilians,570
2001,Male Officers,1558
2001,Female Officers,264
2001,Male Civilians,554
2001,Female Civilians,687
2002,Male Officers,1526
2002,Female Officers,281
2002,Male Civilians,625
2002,Female Civilians,752
2003,Male Officers,1520
2003,Female Officers,261
2003,Male Civilians,552
2003,Female Civilians,668
2004,Male Officers,1517
2004,Female Officers,268
2004,Male Civilians,732
2004,Female Civilians,701
2005,Male Officers,1566
2005,Female Officers,275
2005,Male Civilians,776
2005,Female Civilians,603
2006,Male Officers,1567
2006,Female Officers,270
2006,Male Civilians,568
2006,Female Civilians,687
2007,Male Officers,1557
2007,Female Officers,258
2007,Male Civilians,660
2007,Female Civilians,719
2008,Male Officers,1662
2008,Female Officers,291
2008,Male Civilians,734
2008,Female Civilians,737
2009,Male Officers,1663
2009,Female Officers,266
2009,Male Civilians,736
2009,Female Civilians,751
2010,Male Officers,1717
2010,Female Officers,273
2010,Male Civilians,722
2010,Female Civilians,711
2011,Male Officers,1746
2011,Female Officers,280
2011,Male Civilians,692
2011,Female Civilians,697
2012,Male Officers,1756
2012,Female Officers,291
2012,Male Civilians,655
2012,Female Civilians,673
2013,Male Officers,1644
2013,Female Officers,256
2013,Male Civilians,621
2013,Female Civilians,641
2014,Male Officers,1817
2014,Female Officers,310
2014,Male Civilians,643
2014,Female Civilians,712
2015,Male Officers,1820
2015,Female Officers,316
2015,Male Civilians,643
2015,Female Civilians,705
2016,Male Officers,1744
2016,Female Officers,293
2016,Male Civilians,639
2016,Female Civilians,710
2017,Male Officers,1744
2017,Female Officers,291
2017,Male Civilians,642
2017,Female Civilians,745
2018,Male Officers,1549
2018,Female Officers,268
2018,Male Civilians,162
2018,Female Civilians,363
