Label,Value,Year
Reported,229,1985
Cleared,35,1985
Reported,285,1986
Cleared,57,1986
Reported,332,1987
Cleared,36,1987
Reported,434,1988
Cleared,37,1988
Reported,382,1989
Cleared,42,1989
Reported,404,1990
Cleared,43,1990
Reported,451,1991
Cleared,44,1991
Reported,451,1992
Cleared,69,1992
Reported,431,1993
Cleared,88,1993
Reported,397,1994
Cleared,69,1994
Reported,480,1995
Cleared,44,1995
Reported,522,1996
Cleared,65,1996
Reported,544,1997
Cleared,43,1997
Reported,550,1998
Cleared,48,1998
Reported,485,1999
Cleared,23,1999
Reported,470,2000
Cleared,39,2000
Reported,589,2001
Cleared,90,2001
Reported,541,2002
Cleared,48,2002
Reported,511,2003
Cleared,51,2003
Reported,581,2004
Cleared,55,2004
Reported,554,2005
Cleared,77,2005
Reported,564,2006
Cleared,89,2006
Reported,511,2007
Cleared,66,2007
Reported,524,2008
Cleared,47,2008
Reported,555,2009
Cleared,64,2009
Reported,529,2010
Cleared,70,2010
Reported,383,2011
Cleared,72,2011
Reported,452,2012
Cleared,80,2012
Reported,399,2013
Cleared,62,2013
Reported,305,2014
Cleared,47,2014
Reported,278,2015
Cleared,41,2015
Reported,305,2016
Cleared,64,2016
Reported,244,2017
Cleared,49,2017
Reported,270,2018
Cleared,48,2018
