Series,Year,Rate
1985,Male Officers,23739
1985,Female Officers,2334
1985,Male Civilians,2105
1985,Female Civilians,4150
1986,Male Officers,24616
1986,Female Officers,2809
1986,Male Civilians,2077
1986,Female Civilians,4351
1987,Male Officers,24589
1987,Female Officers,2934
1987,Male Civilians,2351
1987,Female Civilians,4890
1988,Male Officers,23565
1988,Female Officers,3158
1988,Male Civilians,2361
1988,Female Civilians,6943
1989,Male Officers,22620
1989,Female Officers,3238
1989,Male Civilians,2333
1989,Female Civilians,7414
1990,Male Officers,23243
1990,Female Officers,3601
1990,Male Civilians,2250
1990,Female Civilians,7313
1991,Male Officers,23164
1991,Female Officers,3692
1991,Male Civilians,2214
1991,Female Civilians,7157
1992,Male Officers,24282
1992,Female Officers,3967
1992,Male Civilians,2212
1992,Female Civilians,7461
1993,Male Officers,25129
1993,Female Officers,4198
1993,Male Civilians,2389
1993,Female Civilians,7726
1994,Male Officers,25754
1994,Female Officers,4381
1994,Male Civilians,2315
1994,Female Civilians,7503
1995,Male Officers,31832
1995,Female Officers,5618
1995,Male Civilians,2204
1995,Female Civilians,7148
1996,Male Officers,31483
1996,Female Officers,5607
1996,Male Civilians,3207
1996,Female Civilians,8144
1997,Male Officers,31613
1997,Female Officers,5606
1997,Male Civilians,3204
1997,Female Civilians,8126
1998,Male Officers,33216
1998,Female Officers,5933
1998,Male Civilians,3182
1998,Female Civilians,8086
1999,Male Officers,32852
1999,Female Officers,5939
1999,Male Civilians,4911
1999,Female Civilians,16267
2000,Male Officers,33536
2000,Female Officers,6243
2000,Male Civilians,4962
2000,Female Civilians,10667
2001,Male Officers,32851
2001,Female Officers,6216
2001,Male Civilians,5423
2001,Female Civilians,11718
2002,Male Officers,31111
2002,Female Officers,6129
2002,Male Civilians,4976
2002,Female Civilians,11558
2003,Male Officers,24344
2003,Female Officers,4270
2003,Male Civilians,3962
2003,Female Civilians,9552
2004,Male Officers,29543
2004,Female Officers,5970
2004,Male Civilians,5210
2004,Female Civilians,11612
2005,Male Officers,29749
2005,Female Officers,6147
2005,Male Civilians,5178
2005,Female Civilians,11961
2006,Male Officers,29469
2006,Female Officers,6221
2006,Male Civilians,5388
2006,Female Civilians,12395
2007,Male Officers,29228
2007,Female Officers,6176
2007,Male Civilians,5529
2007,Female Civilians,12915
2008,Male Officers,29512
2008,Female Officers,6249
2008,Male Civilians,3528
2008,Female Civilians,10375
2009,Male Officers,28952
2009,Female Officers,6119
2009,Male Civilians,5237
2009,Female Civilians,10380
2010,Male Officers,28784
2010,Female Officers,6033
2010,Male Civilians,5101
2010,Female Civilians,10150
2011,Male Officers,28653
2011,Female Officers,5889
2011,Male Civilians,4989
2011,Female Civilians,9870
2012,Male Officers,28709
2012,Female Officers,5846
2012,Male Civilians,4971
2012,Female Civilians,9757
2013,Male Officers,28932
2013,Female Officers,5890
2013,Male Civilians,4975
2013,Female Civilians,9729
2014,Male Officers,28713
2014,Female Officers,5868
2014,Male Civilians,5212
2014,Female Civilians,9872
2015,Male Officers,29317
2015,Female Officers,6078
2015,Male Civilians,5170
2015,Female Civilians,9801
2016,Male Officers,29894
2016,Female Officers,6334
2016,Male Civilians,5281
2016,Female Civilians,9890
2017,Male Officers,29886
2017,Female Officers,6492
2017,Male Civilians,5536
2017,Female Civilians,10165
2018,Male Officers,29650
2018,Female Officers,6484
2018,Male Civilians,5696
2018,Female Civilians,10448
