Series,Year,Rate
1985,Male Officers,1253
1985,Female Officers,154
1985,Male Civilians,173
1985,Female Civilians,371
1986,Male Officers,1469
1986,Female Officers,160
1986,Male Civilians,201
1986,Female Civilians,427
1987,Male Officers,1480
1987,Female Officers,194
1987,Male Civilians,250
1987,Female Civilians,403
1988,Male Officers,1540
1988,Female Officers,198
1988,Male Civilians,201
1988,Female Civilians,469
1989,Male Officers,1628
1989,Female Officers,229
1989,Male Civilians,238
1989,Female Civilians,459
1990,Male Officers,1628
1990,Female Officers,229
1990,Male Civilians,238
1990,Female Civilians,459
1991,Male Officers,1650
1991,Female Officers,236
1991,Male Civilians,227
1991,Female Civilians,495
1992,Male Officers,1657
1992,Female Officers,246
1992,Male Civilians,293
1992,Female Civilians,545
1993,Male Officers,1606
1993,Female Officers,255
1993,Male Civilians,487
1993,Female Civilians,265
1994,Male Officers,1699
1994,Female Officers,273
1994,Male Civilians,195
1994,Female Civilians,474
1995,Male Officers,1718
1995,Female Officers,280
1995,Male Civilians,210
1995,Female Civilians,418
1996,Male Officers,1721
1996,Female Officers,281
1996,Male Civilians,277
1996,Female Civilians,505
1997,Male Officers,1721
1997,Female Officers,285
1997,Male Civilians,269
1997,Female Civilians,492
1998,Male Officers,1731
1998,Female Officers,290
1998,Male Civilians,284
1998,Female Civilians,502
1999,Male Officers,1770
1999,Female Officers,304
1999,Male Civilians,249
1999,Female Civilians,432
2000,Male Officers,1805
2000,Female Officers,307
2000,Male Civilians,270
2000,Female Civilians,486
2001,Male Officers,1844
2001,Female Officers,310
2001,Male Civilians,259
2001,Female Civilians,501
2002,Male Officers,1818
2002,Female Officers,305
2002,Male Civilians,276
2002,Female Civilians,514
2003,Male Officers,1761
2003,Female Officers,301
2003,Male Civilians,278
2003,Female Civilians,483
2004,Male Officers,1730
2004,Female Officers,301
2004,Male Civilians,264
2004,Female Civilians,470
2005,Male Officers,1766
2005,Female Officers,304
2005,Male Civilians,278
2005,Female Civilians,475
2006,Male Officers,1623
2006,Female Officers,288
2006,Male Civilians,307
2006,Female Civilians,483
2007,Male Officers,1638
2007,Female Officers,286
2007,Male Civilians,247
2007,Female Civilians,504
2008,Male Officers,1705
2008,Female Officers,282
2008,Male Civilians,273
2008,Female Civilians,515
2009,Male Officers,1618
2009,Female Officers,276
2009,Male Civilians,270
2009,Female Civilians,483
2010,Male Officers,1595
2010,Female Officers,268
2010,Male Civilians,230
2010,Female Civilians,423
2011,Male Officers,1569
2011,Female Officers,265
2011,Male Civilians,221
2011,Female Civilians,400
2012,Male Officers,1586
2012,Female Officers,280
2012,Male Civilians,219
2012,Female Civilians,396
2013,Male Officers,1589
2013,Female Officers,286
2013,Male Civilians,220
2013,Female Civilians,416
2014,Male Officers,1586
2014,Female Officers,290
2014,Male Civilians,228
2014,Female Civilians,416
2015,Male Officers,1582
2015,Female Officers,305
2015,Male Civilians,245
2015,Female Civilians,413
2016,Male Officers,1529
2016,Female Officers,286
2016,Male Civilians,260
2016,Female Civilians,447
2017,Male Officers,1474
2017,Female Officers,278
2017,Male Civilians,169
2017,Female Civilians,361
2018,Male Officers,1448
2018,Female Officers,283
2018,Male Civilians,227
2018,Female Civilians,374
