Label,Value,Year
Reported,2112,1985
Cleared,626,1985
Reported,2266,1986
Cleared,621,1986
Reported,2122,1987
Cleared,634,1987
Reported,2119,1988
Cleared,580,1988
Reported,2707,1989
Cleared,579,1989
Reported,3891,1990
Cleared,588,1990
Reported,4739,1991
Cleared,673,1991
Reported,4570,1992
Cleared,739,1992
Reported,4357,1993
Cleared,574,1993
Reported,3933,1994
Cleared,554,1994
Reported,3581,1995
Cleared,0,1995
Reported,3695,1996
Cleared,0,1996
Reported,4465,1997
Cleared,479,1997
Reported,3083,1998
Cleared,348,1998
Reported,2626,1999
Cleared,223,1999
Reported,2692,2000
Cleared,262,2000
Reported,3355,2001
Cleared,212,2001
Reported,3135,2002
Cleared,272,2002
Reported,2771,2003
Cleared,261,2003
Reported,2636,2004
Cleared,270,2004
Reported,2548,2005
Cleared,277,2005
Reported,2544,2006
Cleared,365,2006
Reported,2961,2007
Cleared,423,2007
Reported,2633,2008
Cleared,289,2008
Reported,2219,2009
Cleared,243,2009
Reported,2250,2010
Cleared,214,2010
Reported,2139,2011
Cleared,190,2011
Reported,2315,2012
Cleared,209,2012
Reported,2169,2013
Cleared,248,2013
Reported,2288,2014
Cleared,370,2014
Reported,2331,2015
Cleared,458,2015
Reported,2119,2016
Cleared,497,2016
Reported,2079,2017
Cleared,308,2017
Reported,2538,2018
Cleared,456,2018
