Label,Value,Year
Reported,126,1985
Cleared,16,1985
Reported,97,1986
Cleared,7,1986
Reported,81,1987
Cleared,5,1987
Reported,118,1988
Cleared,4,1988
Reported,118,1989
Cleared,1,1989
Reported,207,1990
Cleared,1,1990
Reported,130,1991
Cleared,76,1991
Reported,73,1992
Cleared,1,1992
Reported,66,1993
Cleared,2,1993
Reported,60,1994
Cleared,6,1994
Reported,70,1995
Cleared,8,1995
Reported,33,1996
Cleared,3,1996
Reported,34,1997
Cleared,3,1997
Reported,56,1998
Cleared,10,1998
Reported,24,1999
Cleared,1,1999
Reported,49,2000
Cleared,13,2000
Reported,42,2001
Cleared,0,2001
Reported,51,2002
Cleared,2,2002
Reported,53,2003
Cleared,5,2003
Reported,66,2004
Cleared,4,2004
Reported,69,2005
Cleared,4,2005
Reported,62,2006
Cleared,3,2006
Reported,71,2007
Cleared,6,2007
Reported,96,2008
Cleared,3,2008
Reported,98,2009
Cleared,2,2009
Reported,151,2010
Cleared,2,2010
Reported,94,2011
Cleared,6,2011
Reported,114,2012
Cleared,6,2012
Reported,56,2013
Cleared,3,2013
Reported,37,2014
Cleared,4,2014
Reported,47,2015
Cleared,4,2015
Reported,58,2016
Cleared,5,2016
Reported,85,2017
Cleared,6,2017
