Label,Value,Year
Reported,10271,1985
Cleared,2206,1985
Reported,16214,1986
Cleared,2451,1986
Reported,19874,1987
Cleared,2648,1987
Reported,24358,1988
Cleared,2951,1988
Reported,27299,1989
Cleared,3666,1989
Reported,24513,1990
Cleared,3074,1990
Reported,25085,1991
Cleared,2780,1991
Reported,20515,1992
Cleared,2428,1992
Reported,17465,1993
Cleared,2219,1993
Reported,17693,1994
Cleared,2011,1994
Reported,16882,1995
Cleared,1929,1995
Reported,17143,1996
Cleared,1764,1996
Reported,17368,1997
Cleared,1936,1997
Reported,16626,1998
Cleared,1823,1998
Reported,17854,1999
Cleared,1955,1999
Reported,17931,2000
Cleared,1743,2000
Reported,18984,2001
Cleared,1908,2001
Reported,18365,2002
Cleared,1672,2002
Reported,17419,2003
Cleared,1475,2003
Reported,15881,2004
Cleared,1421,2004
Reported,14277,2005
Cleared,1209,2005
Reported,13930,2006
Cleared,1018,2006
Reported,13791,2007
Cleared,1302,2007
Reported,12208,2008
Cleared,1296,2008
Reported,10455,2009
Cleared,828,2009
Reported,8384,2010
Cleared,546,2010
Reported,7984,2011
Cleared,530,2011
Reported,7062,2012
Cleared,495,2012
Reported,7384,2013
Cleared,455,2013
Reported,7045,2014
Cleared,409,2014
Reported,7594,2015
Cleared,489,2015
Reported,7592,2016
Cleared,664,2016
Reported,7913,2017
Cleared,823,2017
Reported,9680,2018
Cleared,633,2018
