Series,Year,Rate
1985,Male Officers,101
1985,Female Officers,3
1985,Male Civilians,5
1985,Female Civilians,36
1986,Male Officers,106
1986,Female Officers,5
1986,Male Civilians,11
1986,Female Civilians,32
1987,Male Officers,104
1987,Female Officers,7
1987,Male Civilians,10
1987,Female Civilians,32
1988,Male Officers,105
1988,Female Officers,7
1988,Male Civilians,9
1988,Female Civilians,29
1989,Male Officers,104
1989,Female Officers,7
1989,Male Civilians,13
1989,Female Civilians,34
1990,Male Officers,108
1990,Female Officers,6
1990,Male Civilians,9
1990,Female Civilians,35
1991,Male Officers,107
1991,Female Officers,7
1991,Male Civilians,9
1991,Female Civilians,35
1992,Male Officers,107
1992,Female Officers,7
1992,Male Civilians,11
1992,Female Civilians,35
1993,Male Officers,106
1993,Female Officers,8
1993,Male Civilians,13
1993,Female Civilians,33
1994,Male Officers,102
1994,Female Officers,8
1994,Male Civilians,12
1994,Female Civilians,28
1995,Male Officers,102
1995,Female Officers,8
1995,Male Civilians,14
1995,Female Civilians,28
1996,Male Officers,106
1996,Female Officers,8
1996,Male Civilians,11
1996,Female Civilians,31
1997,Male Officers,107
1997,Female Officers,7
1997,Male Civilians,10
1997,Female Civilians,29
1998,Male Officers,108
1998,Female Officers,6
1998,Male Civilians,12
1998,Female Civilians,31
1999,Male Officers,112
1999,Female Officers,6
1999,Male Civilians,12
1999,Female Civilians,31
2000,Male Officers,115
2000,Female Officers,9
2000,Male Civilians,13
2000,Female Civilians,30
2001,Male Officers,107
2001,Female Officers,8
2001,Male Civilians,12
2001,Female Civilians,28
2002,Male Officers,110
2002,Female Officers,6
2002,Male Civilians,18
2002,Female Civilians,26
2003,Male Officers,113
2003,Female Officers,7
2003,Male Civilians,15
2003,Female Civilians,29
2004,Male Officers,112
2004,Female Officers,7
2004,Male Civilians,15
2004,Female Civilians,35
2005,Male Officers,111
2005,Female Officers,7
2005,Male Civilians,16
2005,Female Civilians,28
2006,Male Officers,106
2006,Female Officers,6
2006,Male Civilians,14
2006,Female Civilians,32
2007,Male Officers,105
2007,Female Officers,8
2007,Male Civilians,22
2007,Female Civilians,36
2008,Male Officers,113
2008,Female Officers,9
2008,Male Civilians,16
2008,Female Civilians,36
2009,Male Officers,105
2009,Female Officers,8
2009,Male Civilians,16
2009,Female Civilians,49
2010,Male Officers,100
2010,Female Officers,7
2010,Male Civilians,15
2010,Female Civilians,48
2011,Male Officers,91
2011,Female Officers,6
2011,Male Civilians,5
2011,Female Civilians,36
2012,Male Officers,84
2012,Female Officers,6
2012,Male Civilians,14
2012,Female Civilians,44
2013,Male Officers,86
2013,Female Officers,4
2013,Male Civilians,12
2013,Female Civilians,44
2014,Male Officers,82
2014,Female Officers,4
2014,Male Civilians,11
2014,Female Civilians,45
2015,Male Officers,85
2015,Female Officers,4
2015,Male Civilians,15
2015,Female Civilians,46
2016,Male Officers,88
2016,Female Officers,5
2016,Male Civilians,18
2016,Female Civilians,45
2017,Male Officers,89
2017,Female Officers,5
2017,Male Civilians,18
2017,Female Civilians,40
2018,Male Officers,90
2018,Female Officers,5
2018,Male Civilians,14
2018,Female Civilians,44
