Series,Year,Rate
1985,Male Officers,171
1985,Female Officers,17
1985,Male Civilians,21
1985,Female Civilians,66
1986,Male Officers,176
1986,Female Officers,19
1986,Male Civilians,21
1986,Female Civilians,65
1987,Male Officers,173
1987,Female Officers,23
1987,Male Civilians,27
1987,Female Civilians,68
1988,Male Officers,180
1988,Female Officers,27
1988,Male Civilians,28
1988,Female Civilians,78
1989,Male Officers,182
1989,Female Officers,24
1989,Male Civilians,26
1989,Female Civilians,79
1990,Male Officers,177
1990,Female Officers,25
1990,Male Civilians,26
1990,Female Civilians,81
1991,Male Officers,179
1991,Female Officers,26
1991,Male Civilians,25
1991,Female Civilians,83
1992,Male Officers,189
1992,Female Officers,30
1992,Male Civilians,26
1992,Female Civilians,79
1993,Male Officers,207
1993,Female Officers,31
1993,Male Civilians,26
1993,Female Civilians,86
1994,Male Officers,210
1994,Female Officers,32
1994,Male Civilians,26
1994,Female Civilians,91
1995,Male Officers,214
1995,Female Officers,35
1995,Male Civilians,37
1995,Female Civilians,93
1996,Male Officers,214
1996,Female Officers,35
1996,Male Civilians,26
1996,Female Civilians,95
1997,Male Officers,213
1997,Female Officers,38
1997,Male Civilians,30
1997,Female Civilians,92
1998,Male Officers,210
1998,Female Officers,37
1998,Male Civilians,31
1998,Female Civilians,88
1999,Male Officers,214
1999,Female Officers,37
1999,Male Civilians,15
1999,Female Civilians,82
2000,Male Officers,208
2000,Female Officers,35
2000,Male Civilians,12
2000,Female Civilians,67
2001,Male Officers,203
2001,Female Officers,36
2001,Male Civilians,9
2001,Female Civilians,47
2002,Male Officers,233
2002,Female Officers,41
2002,Male Civilians,54
2002,Female Civilians,11
2003,Male Officers,232
2003,Female Officers,35
2003,Male Civilians,13
2003,Female Civilians,57
2004,Male Officers,224
2004,Female Officers,42
2004,Male Civilians,22
2004,Female Civilians,52
2005,Male Officers,231
2005,Female Officers,45
2005,Male Civilians,28
2005,Female Civilians,50
2006,Male Officers,234
2006,Female Officers,44
2006,Male Civilians,17
2006,Female Civilians,55
2007,Male Officers,225
2007,Female Officers,38
2007,Male Civilians,17
2007,Female Civilians,53
2008,Male Officers,209
2008,Female Officers,42
2008,Male Civilians,55
2008,Female Civilians,20
2009,Male Officers,240
2009,Female Officers,52
2009,Male Civilians,50
2009,Female Civilians,16
2010,Male Officers,232
2010,Female Officers,51
2010,Male Civilians,17
2010,Female Civilians,42
2011,Male Officers,239
2011,Female Officers,53
2011,Male Civilians,19
2011,Female Civilians,43
2012,Male Officers,238
2012,Female Officers,55
2012,Male Civilians,17
2012,Female Civilians,42
2013,Male Officers,242
2013,Female Officers,52
2013,Male Civilians,19
2013,Female Civilians,42
2014,Male Officers,244
2014,Female Officers,53
2014,Male Civilians,23
2014,Female Civilians,40
2015,Male Officers,228
2015,Female Officers,57
2015,Male Civilians,19
2015,Female Civilians,40
2016,Male Officers,237
2016,Female Officers,62
2016,Male Civilians,23
2016,Female Civilians,38
2017,Male Officers,225
2017,Female Officers,59
2017,Male Civilians,54
2017,Female Civilians,60
2018,Male Officers,210
2018,Female Officers,52
2018,Male Civilians,24
2018,Female Civilians,44
