ori,year,aggravated_assault,all_other_offenses,arson,burglary,curfew,disorderly_conduct,dui,drug_grand_total,drunkness,embezzlement,forgery,fraud,gambling_total,human_trafficking_commercial_sex_traffic,human_trafficking_servitude,larceny,liquor_laws,manslaughter,motor_vehicle_theft,murder,offense_against_family,prostitution_total,rape,robbery,other_sex_offenses,simple_assault,stolen_property,suspicion,vagrancy,vandalism,weapons
MO0240500,2018,0,65,0,8,0,0,26,35,0,0,1,1,0,0,0,20,8,0,2,0,0,0,2,0,4,17,0,0,0,3,2
MO0240500,2017,2,61,0,2,0,1,25,33,0,0,0,0,0,0,0,15,4,0,2,0,1,0,4,0,2,14,0,0,0,2,1
MO0240500,2016,5,54,0,2,0,0,25,28,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,4,21,0,0,0,2,2
MO0240500,2015,6,46,0,4,0,0,34,34,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,1,1,20,0,0,0,0,1
MO0240500,2014,4,40,0,2,0,0,66,45,0,0,0,1,0,0,0,19,0,0,0,0,0,0,4,0,5,28,0,0,0,1,0
MO0240500,2013,8,57,1,2,0,3,39,36,0,0,0,0,0,0,0,24,0,0,3,1,0,0,0,1,1,29,0,0,0,0,0
MO0240500,2012,1,51,0,1,0,0,34,48,0,0,1,1,0,0,0,30,0,0,3,0,0,0,0,1,1,28,0,0,0,4,0
MO0240500,2011,2,45,0,1,0,0,35,17,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,19,0,0,0,0,0
MO0240500,2010,3,54,0,4,4,0,61,30,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,2,22,1,0,0,1,1
MO0240500,2009,6,57,1,4,0,0,54,52,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,0,0,16,1,0,0,0,1
MO0240500,2008,3,69,1,6,0,1,53,30,0,0,0,0,0,0,0,17,1,0,2,0,0,0,3,2,0,38,0,0,0,2,0
MO0240500,2007,2,77,0,5,2,0,44,32,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,18,0,0,0,1,2
MO0240500,2006,3,64,0,3,0,0,46,32,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0,19,0,0,0,1,2
MO0240500,2005,4,47,0,2,0,2,55,33,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,12,0,0,0,1,3
MO0240500,2004,4,34,1,2,0,0,91,37,0,0,0,0,0,0,0,28,7,0,4,0,0,0,1,0,2,23,0,0,0,0,4
MO0240500,2003,0,8,0,6,0,1,40,45,0,0,1,0,0,0,0,18,7,0,2,0,0,0,0,0,0,18,0,0,0,1,7
MO0240500,2002,6,9,0,0,0,0,37,27,0,0,1,2,0,0,0,23,12,0,0,0,3,0,0,0,0,18,0,0,0,0,1
MO0240500,2001,1,2,2,8,0,0,52,49,0,0,1,0,0,0,0,29,1,0,3,1,0,0,1,0,0,27,0,0,0,0,1
MO0240500,2000,3,0,0,4,0,0,37,38,0,0,0,0,0,0,0,18,1,0,1,0,0,0,0,0,2,11,3,0,0,0,4
MO0240500,1999,3,0,0,5,0,0,49,23,0,0,0,0,0,0,0,11,4,0,2,0,1,0,1,0,1,18,1,0,0,4,1
MO0240500,1998,0,3,2,2,0,5,58,19,0,0,0,0,0,0,0,13,6,0,2,0,0,0,0,2,1,22,0,0,0,1,1
MO0240500,1997,2,1,0,1,2,0,43,19,0,0,3,0,0,0,0,13,5,0,3,0,8,0,0,0,0,22,1,0,0,7,1
MO0240500,1996,0,0,0,3,0,0,19,4,0,0,1,0,0,0,0,14,9,0,3,0,4,0,0,0,0,19,3,0,0,0,1
MO0240500,1995,2,1,0,0,0,0,18,1,0,0,4,0,0,0,0,7,3,0,1,0,1,0,0,0,0,6,3,0,0,0,1
MO0240500,1994,1,0,0,5,0,0,27,0,0,0,5,0,0,0,0,6,3,0,4,0,6,0,0,0,0,9,5,0,0,0,1
MO0240500,1993,4,0,0,2,1,0,47,4,0,0,1,0,0,0,0,6,0,0,2,1,0,0,0,0,0,16,3,0,0,0,1
MO0240500,1992,10,1,0,5,0,6,43,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,7,1,0,0,2,2
MO0240500,1991,3,6,0,4,0,4,25,2,0,0,0,1,0,0,0,7,10,0,1,0,1,0,0,0,1,2,1,0,0,1,3
MO0240500,1990,0,0,0,7,0,3,34,4,0,0,1,0,0,0,0,9,9,0,6,0,0,0,0,0,1,8,1,0,0,3,2
MO0240500,1989,3,10,1,5,0,4,28,3,0,0,1,0,0,0,0,12,10,0,0,0,0,0,1,1,0,4,1,0,0,1,4
MO0240500,1988,0,1,0,3,0,1,12,4,0,0,2,0,0,0,0,17,4,0,0,0,0,0,0,0,1,10,0,0,0,1,2
MO0240500,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO0240500,1986,4,1,0,0,0,30,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,6,3,0,0,2,2
MO0240500,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
