Series,Year,Rate
1985,Male Officers,1924
1985,Female Officers,332
1985,Male Civilians,224
1985,Female Civilians,576
1986,Male Officers,1907
1986,Female Officers,336
1986,Male Civilians,244
1986,Female Civilians,626
1987,Male Officers,1970
1987,Female Officers,366
1987,Male Civilians,271
1987,Female Civilians,681
1988,Male Officers,1979
1988,Female Officers,371
1988,Male Civilians,274
1988,Female Civilians,728
1989,Male Officers,2047
1989,Female Officers,414
1989,Male Civilians,279
1989,Female Civilians,762
1990,Male Officers,2086
1990,Female Officers,441
1990,Male Civilians,355
1990,Female Civilians,707
1991,Male Officers,2081
1991,Female Officers,458
1991,Male Civilians,276
1991,Female Civilians,756
1992,Male Officers,2121
1992,Female Officers,493
1992,Male Civilians,291
1992,Female Civilians,772
1993,Male Officers,2167
1993,Female Officers,529
1993,Male Civilians,315
1993,Female Civilians,837
1994,Male Officers,2239
1994,Female Officers,548
1994,Male Civilians,323
1994,Female Civilians,862
1995,Male Officers,2274
1995,Female Officers,572
1995,Male Civilians,363
1995,Female Civilians,873
1996,Male Officers,2268
1996,Female Officers,588
1996,Male Civilians,348
1996,Female Civilians,866
1997,Male Officers,2365
1997,Female Officers,646
1997,Male Civilians,342
1997,Female Civilians,879
1998,Male Officers,2320
1998,Female Officers,629
1998,Male Civilians,349
1998,Female Civilians,927
1999,Male Officers,2334
1999,Female Officers,645
1999,Male Civilians,495
1999,Female Civilians,1249
2000,Male Officers,2375
2000,Female Officers,657
2000,Male Civilians,490
2000,Female Civilians,1291
2001,Male Officers,2401
2001,Female Officers,681
2001,Male Civilians,516
2001,Female Civilians,1379
2002,Male Officers,2452
2002,Female Officers,706
2002,Male Civilians,493
2002,Female Civilians,1107
2003,Male Officers,2371
2003,Female Officers,717
2003,Male Civilians,487
2003,Female Civilians,1053
2004,Male Officers,2365
2004,Female Officers,731
2004,Male Civilians,478
2004,Female Civilians,1028
2005,Male Officers,2149
2005,Female Officers,659
2005,Male Civilians,357
2005,Female Civilians,976
2006,Male Officers,2384
2006,Female Officers,755
2006,Male Civilians,387
2006,Female Civilians,1025
2007,Male Officers,2374
2007,Female Officers,744
2007,Male Civilians,393
2007,Female Civilians,1027
2008,Male Officers,2355
2008,Female Officers,736
2008,Male Civilians,379
2008,Female Civilians,1013
2009,Male Officers,2340
2009,Female Officers,734
2009,Male Civilians,116
2009,Female Civilians,1304
2010,Male Officers,2269
2010,Female Officers,711
2010,Male Civilians,376
2010,Female Civilians,1007
2011,Male Officers,2310
2011,Female Officers,714
2011,Male Civilians,340
2011,Female Civilians,902
2012,Male Officers,2292
2012,Female Officers,686
2012,Male Civilians,311
2012,Female Civilians,860
2013,Male Officers,2096
2013,Female Officers,666
2013,Male Civilians,318
2013,Female Civilians,837
2014,Male Officers,2027
2014,Female Officers,647
2014,Male Civilians,275
2014,Female Civilians,803
2015,Male Officers,2027
2015,Female Officers,647
2015,Male Civilians,275
2015,Female Civilians,803
2016,Male Officers,2027
2016,Female Officers,647
2016,Male Civilians,275
2016,Female Civilians,803
2017,Male Officers,2107
2017,Female Officers,680
2017,Male Civilians,264
2017,Female Civilians,818
2018,Male Officers,2179
2018,Female Officers,699
2018,Male Civilians,249
2018,Female Civilians,806
