Series,Year,Rate
1985,Male Officers,13
1985,Female Officers,2
1985,Male Civilians,17
1985,Female Civilians,8
1986,Male Officers,13
1986,Female Officers,1
1986,Male Civilians,18
1986,Female Civilians,6
1987,Male Officers,12
1987,Female Officers,1
1987,Male Civilians,20
1987,Female Civilians,4
1988,Male Officers,15
1988,Female Officers,2
1988,Male Civilians,16
1988,Female Civilians,8
1989,Male Officers,12
1989,Female Officers,3
1989,Male Civilians,21
1989,Female Civilians,6
1990,Male Officers,14
1990,Female Officers,3
1990,Male Civilians,24
1990,Female Civilians,8
1991,Male Officers,11
1991,Female Officers,3
1991,Male Civilians,29
1991,Female Civilians,9
1992,Male Officers,11
1992,Female Officers,4
1992,Male Civilians,26
1992,Female Civilians,10
1993,Male Officers,11
1993,Female Officers,3
1993,Male Civilians,27
1993,Female Civilians,9
1994,Male Officers,14
1994,Female Officers,3
1994,Male Civilians,29
1994,Female Civilians,10
1995,Male Officers,15
1995,Female Officers,2
1995,Male Civilians,29
1995,Female Civilians,11
1996,Male Officers,16
1996,Female Officers,3
1996,Male Civilians,26
1996,Female Civilians,13
1997,Male Officers,15
1997,Female Officers,5
1997,Male Civilians,26
1997,Female Civilians,10
1998,Male Officers,15
1998,Female Officers,5
1998,Male Civilians,32
1998,Female Civilians,11
1999,Male Officers,18
1999,Female Officers,6
1999,Male Civilians,36
1999,Female Civilians,15
2000,Male Officers,23
2000,Female Officers,5
2000,Male Civilians,32
2000,Female Civilians,15
2001,Male Officers,21
2001,Female Officers,6
2001,Male Civilians,28
2001,Female Civilians,15
2002,Male Officers,30
2002,Female Officers,6
2002,Male Civilians,34
2002,Female Civilians,16
2003,Male Officers,29
2003,Female Officers,5
2003,Male Civilians,32
2003,Female Civilians,16
2004,Male Officers,28
2004,Female Officers,5
2004,Male Civilians,37
2004,Female Civilians,18
2005,Male Officers,30
2005,Female Officers,5
2005,Male Civilians,31
2005,Female Civilians,22
2006,Male Officers,27
2006,Female Officers,5
2006,Male Civilians,39
2006,Female Civilians,25
2007,Male Officers,27
2007,Female Officers,5
2007,Male Civilians,48
2007,Female Civilians,31
2008,Male Officers,27
2008,Female Officers,5
2008,Male Civilians,46
2008,Female Civilians,37
2009,Male Officers,25
2009,Female Officers,7
2009,Male Civilians,49
2009,Female Civilians,40
2010,Male Officers,27
2010,Female Officers,7
2010,Male Civilians,45
2010,Female Civilians,43
2011,Male Officers,24
2011,Female Officers,6
2011,Male Civilians,42
2011,Female Civilians,41
2012,Male Officers,31
2012,Female Officers,4
2012,Male Civilians,32
2012,Female Civilians,37
2013,Male Officers,31
2013,Female Officers,5
2013,Male Civilians,33
2013,Female Civilians,34
2014,Male Officers,31
2014,Female Officers,6
2014,Male Civilians,29
2014,Female Civilians,32
2015,Male Officers,35
2015,Female Officers,5
2015,Male Civilians,33
2015,Female Civilians,29
2016,Male Officers,31
2016,Female Officers,6
2016,Male Civilians,29
2016,Female Civilians,32
2017,Male Officers,
2017,Female Officers,
2017,Male Civilians,
2017,Female Civilians,
2018,Male Officers,
2018,Female Officers,
2018,Male Civilians,
2018,Female Civilians,
