Series,Year,Rate
1985,Male Officers,969
1985,Female Officers,214
1985,Male Civilians,234
1985,Female Civilians,427
1986,Male Officers,1050
1986,Female Officers,138
1986,Male Civilians,324
1986,Female Civilians,268
1987,Male Officers,1001
1987,Female Officers,137
1987,Male Civilians,322
1987,Female Civilians,304
1988,Male Officers,1193
1988,Female Officers,137
1988,Male Civilians,230
1988,Female Civilians,297
1989,Male Officers,1248
1989,Female Officers,173
1989,Male Civilians,159
1989,Female Civilians,333
1990,Male Officers,1505
1990,Female Officers,213
1990,Male Civilians,49
1990,Female Civilians,333
1991,Male Officers,1366
1991,Female Officers,385
1991,Male Civilians,542
1991,Female Civilians,526
1992,Male Officers,2307
1992,Female Officers,487
1992,Male Civilians,65
1992,Female Civilians,450
1993,Male Officers,1899
1993,Female Officers,268
1993,Male Civilians,514
1993,Female Civilians,680
1994,Male Officers,2132
1994,Female Officers,355
1994,Male Civilians,252
1994,Female Civilians,599
1995,Male Officers,2154
1995,Female Officers,357
1995,Male Civilians,183
1995,Female Civilians,577
1996,Male Officers,2119
1996,Female Officers,361
1996,Male Civilians,225
1996,Female Civilians,555
1997,Male Officers,2120
1997,Female Officers,358
1997,Male Civilians,295
1997,Female Civilians,555
1998,Male Officers,2175
1998,Female Officers,365
1998,Male Civilians,284
1998,Female Civilians,561
1999,Male Officers,2248
1999,Female Officers,364
1999,Male Civilians,274
1999,Female Civilians,568
2000,Male Officers,2246
2000,Female Officers,354
2000,Male Civilians,286
2000,Female Civilians,572
2001,Male Officers,2223
2001,Female Officers,349
2001,Male Civilians,288
2001,Female Civilians,536
2002,Male Officers,2196
2002,Female Officers,347
2002,Male Civilians,333
2002,Female Civilians,558
2003,Male Officers,2177
2003,Female Officers,342
2003,Male Civilians,408
2003,Female Civilians,579
2004,Male Officers,2205
2004,Female Officers,342
2004,Male Civilians,462
2004,Female Civilians,575
2005,Male Officers,2197
2005,Female Officers,340
2005,Male Civilians,462
2005,Female Civilians,564
2006,Male Officers,2081
2006,Female Officers,319
2006,Male Civilians,504
2006,Female Civilians,569
2007,Male Officers,2037
2007,Female Officers,312
2007,Male Civilians,577
2007,Female Civilians,740
2008,Male Officers,2058
2008,Female Officers,312
2008,Male Civilians,616
2008,Female Civilians,821
2009,Male Officers,2056
2009,Female Officers,314
2009,Male Civilians,738
2009,Female Civilians,930
2010,Male Officers,1994
2010,Female Officers,313
2010,Male Civilians,604
2010,Female Civilians,905
2011,Male Officers,1911
2011,Female Officers,301
2011,Male Civilians,646
2011,Female Civilians,847
2012,Male Officers,1850
2012,Female Officers,289
2012,Male Civilians,1133
2012,Female Civilians,583
2013,Male Officers,1837
2013,Female Officers,307
2013,Male Civilians,779
2013,Female Civilians,1063
2014,Male Officers,2175
2014,Female Officers,365
2014,Male Civilians,284
2014,Female Civilians,561
2015,Male Officers,2175
2015,Female Officers,365
2015,Male Civilians,284
2015,Female Civilians,561
2016,Male Officers,2175
2016,Female Officers,365
2016,Male Civilians,284
2016,Female Civilians,561
2017,Male Officers,1911
2017,Female Officers,339
2017,Male Civilians,1021
2017,Female Civilians,1338
2018,Male Officers,
2018,Female Officers,
2018,Male Civilians,
2018,Female Civilians,
