Label,Value,Year
Reported,76,1985
Cleared,1,1985
Reported,82,1986
Cleared,3,1986
Reported,75,1987
Cleared,3,1987
Reported,90,1988
Cleared,1,1988
Reported,98,1989
Cleared,8,1989
Reported,95,1990
Cleared,14,1990
Reported,115,1991
Cleared,10,1991
Reported,111,1992
Cleared,13,1992
Reported,127,1993
Cleared,13,1993
Reported,118,1994
Cleared,7,1994
Reported,138,1995
Cleared,5,1995
Reported,117,1996
Cleared,7,1996
Reported,131,1997
Cleared,14,1997
Reported,121,1998
Cleared,11,1998
Reported,118,1999
Cleared,9,1999
Reported,116,2000
Cleared,4,2000
Reported,25,2001
Cleared,4,2001
Reported,125,2002
Cleared,5,2002
Reported,120,2003
Cleared,4,2003
Reported,137,2004
Cleared,7,2004
Reported,147,2005
Cleared,13,2005
Reported,146,2006
Cleared,12,2006
Reported,187,2007
Cleared,10,2007
Reported,104,2008
Cleared,9,2008
Reported,89,2009
Cleared,4,2009
Reported,86,2010
Cleared,7,2010
Reported,96,2011
Cleared,3,2011
Reported,123,2012
Cleared,8,2012
Reported,82,2013
Cleared,8,2013
Reported,59,2014
Cleared,7,2014
Reported,43,2015
Cleared,3,2015
Reported,63,2016
Cleared,9,2016
Reported,94,2017
Cleared,9,2017
Reported,71,2018
Cleared,10,2018
