Label,Value,Year
Legacy Rape Reported,5,1985
Legacy Rape Cleared,3,1985
Legacy Rape Reported,3,1986
Legacy Rape Cleared,1,1986
Legacy Rape Reported,7,1987
Legacy Rape Cleared,2,1987
Legacy Rape Reported,6,1988
Legacy Rape Cleared,4,1988
Legacy Rape Reported,3,1989
Legacy Rape Cleared,2,1989
Legacy Rape Reported,5,1990
Legacy Rape Cleared,4,1990
Legacy Rape Reported,11,1991
Legacy Rape Cleared,7,1991
Legacy Rape Reported,11,1992
Legacy Rape Cleared,12,1992
Legacy Rape Reported,13,1993
Legacy Rape Cleared,10,1993
Legacy Rape Reported,5,1994
Legacy Rape Cleared,4,1994
Legacy Rape Reported,10,1995
Legacy Rape Cleared,9,1995
Legacy Rape Reported,9,1996
Legacy Rape Cleared,9,1996
Legacy Rape Reported,4,1997
Legacy Rape Cleared,3,1997
Legacy Rape Reported,6,1998
Legacy Rape Cleared,7,1998
Legacy Rape Reported,3,1999
Legacy Rape Cleared,3,1999
Legacy Rape Reported,5,2000
Legacy Rape Cleared,4,2000
Legacy Rape Reported,3,2001
Legacy Rape Cleared,2,2001
Legacy Rape Reported,2,2002
Legacy Rape Cleared,2,2002
Legacy Rape Reported,1,2003
Legacy Rape Cleared,1,2003
Legacy Rape Cleared,1,2004
Legacy Rape Reported,18,2006
Legacy Rape Cleared,8,2006
Legacy Rape Reported,18,2007
Legacy Rape Cleared,22,2007
Legacy Rape Reported,13,2008
Legacy Rape Cleared,10,2008
Legacy Rape Reported,13,2009
Legacy Rape Cleared,5,2009
Legacy Rape Reported,11,2010
Legacy Rape Cleared,8,2010
Legacy Rape Reported,7,2011
Legacy Rape Cleared,7,2011
Legacy Rape Reported,13,2012
Legacy Rape Cleared,6,2012
Legacy Rape Reported,8,2013
Legacy Rape Cleared,3,2013
Legacy Rape Reported,13,2014
Legacy Rape Cleared,2,2014
Legacy Rape Reported,16,2015
Legacy Rape Reported,12,2016
Legacy Rape Cleared,2,2016
Revised Rape Reported,25,2017
Revised Rape Cleared,2,2017
Revised Rape Reported,18,2018
Revised Rape Cleared,6,2018
