Series,Year,Rate
1985,Male Officers,673
1985,Female Officers,82
1985,Male Civilians,47
1985,Female Civilians,137
1986,Male Officers,694
1986,Female Officers,96
1986,Male Civilians,49
1986,Female Civilians,140
1987,Male Officers,681
1987,Female Officers,102
1987,Male Civilians,50
1987,Female Civilians,144
1988,Male Officers,705
1988,Female Officers,104
1988,Male Civilians,49
1988,Female Civilians,149
1989,Male Officers,756
1989,Female Officers,122
1989,Male Civilians,51
1989,Female Civilians,162
1990,Male Officers,721
1990,Female Officers,116
1990,Male Civilians,61
1990,Female Civilians,188
1991,Male Officers,721
1991,Female Officers,123
1991,Male Civilians,61
1991,Female Civilians,188
1992,Male Officers,688
1992,Female Officers,123
1992,Male Civilians,61
1992,Female Civilians,185
1993,Male Officers,715
1993,Female Officers,146
1993,Male Civilians,71
1993,Female Civilians,192
1994,Male Officers,839
1994,Female Officers,173
1994,Male Civilians,74
1994,Female Civilians,203
1995,Male Officers,786
1995,Female Officers,176
1995,Male Civilians,66
1995,Female Civilians,196
1996,Male Officers,791
1996,Female Officers,181
1996,Male Civilians,80
1996,Female Civilians,196
1997,Male Officers,826
1997,Female Officers,187
1997,Male Civilians,81
1997,Female Civilians,200
1998,Male Officers,835
1998,Female Officers,192
1998,Male Civilians,82
1998,Female Civilians,194
1999,Male Officers,845
1999,Female Officers,186
1999,Male Civilians,87
1999,Female Civilians,205
2000,Male Officers,918
2000,Female Officers,207
2000,Male Civilians,87
2000,Female Civilians,219
2001,Male Officers,911
2001,Female Officers,204
2001,Male Civilians,107
2001,Female Civilians,248
2002,Male Officers,909
2002,Female Officers,202
2002,Male Civilians,104
2002,Female Civilians,265
2003,Male Officers,936
2003,Female Officers,205
2003,Male Civilians,95
2003,Female Civilians,263
2004,Male Officers,961
2004,Female Officers,207
2004,Male Civilians,104
2004,Female Civilians,278
2005,Male Officers,981
2005,Female Officers,212
2005,Male Civilians,151
2005,Female Civilians,289
2006,Male Officers,988
2006,Female Officers,223
2006,Male Civilians,155
2006,Female Civilians,285
2007,Male Officers,1020
2007,Female Officers,215
2007,Male Civilians,137
2007,Female Civilians,284
2008,Male Officers,1058
2008,Female Officers,219
2008,Male Civilians,170
2008,Female Civilians,291
2009,Male Officers,960
2009,Female Officers,204
2009,Male Civilians,151
2009,Female Civilians,263
2010,Male Officers,959
2010,Female Officers,210
2010,Male Civilians,146
2010,Female Civilians,262
2011,Male Officers,941
2011,Female Officers,202
2011,Male Civilians,141
2011,Female Civilians,267
2012,Male Officers,927
2012,Female Officers,194
2012,Male Civilians,149
2012,Female Civilians,266
2013,Male Officers,1117
2013,Female Officers,220
2013,Male Civilians,293
2013,Female Civilians,176
2014,Male Officers,1148
2014,Female Officers,236
2014,Male Civilians,196
2014,Female Civilians,325
2015,Male Officers,1140
2015,Female Officers,238
2015,Male Civilians,218
2015,Female Civilians,474
2016,Male Officers,1133
2016,Female Officers,232
2016,Male Civilians,197
2016,Female Civilians,342
2017,Male Officers,1045
2017,Female Officers,239
2017,Male Civilians,190
2017,Female Civilians,340
2018,Male Officers,1054
2018,Female Officers,238
2018,Male Civilians,189
2018,Female Civilians,331
