Series,Year,Rate
1985,Male Officers,2995
1985,Female Officers,107
1985,Male Civilians,224
1985,Female Civilians,312
1986,Male Officers,2995
1986,Female Officers,107
1986,Male Civilians,224
1986,Female Civilians,312
1987,Male Officers,2995
1987,Female Officers,107
1987,Male Civilians,224
1987,Female Civilians,312
1988,Male Officers,3029
1988,Female Officers,169
1988,Male Civilians,252
1988,Female Civilians,342
1989,Male Officers,2900
1989,Female Officers,168
1989,Male Civilians,243
1989,Female Civilians,342
1990,Male Officers,2845
1990,Female Officers,185
1990,Male Civilians,254
1990,Female Civilians,340
1991,Male Officers,2613
1991,Female Officers,180
1991,Male Civilians,298
1991,Female Civilians,387
1992,Male Officers,2613
1992,Female Officers,180
1992,Male Civilians,298
1992,Female Civilians,387
1993,Male Officers,2598
1993,Female Officers,211
1993,Male Civilians,279
1993,Female Civilians,356
1994,Male Officers,2598
1994,Female Officers,211
1994,Male Civilians,279
1994,Female Civilians,356
1995,Male Officers,2789
1995,Female Officers,262
1995,Male Civilians,319
1995,Female Civilians,823
1996,Male Officers,2726
1996,Female Officers,262
1996,Male Civilians,310
1996,Female Civilians,355
1997,Male Officers,2815
1997,Female Officers,284
1997,Male Civilians,313
1997,Female Civilians,361
1998,Male Officers,2755
1998,Female Officers,276
1998,Male Civilians,315
1998,Female Civilians,386
1999,Male Officers,2809
1999,Female Officers,279
1999,Male Civilians,332
1999,Female Civilians,379
2000,Male Officers,2668
2000,Female Officers,283
2000,Male Civilians,321
2000,Female Civilians,357
2001,Male Officers,2532
2001,Female Officers,279
2001,Male Civilians,344
2001,Female Civilians,847
2002,Male Officers,2303
2002,Female Officers,276
2002,Male Civilians,323
2002,Female Civilians,342
2003,Male Officers,2211
2003,Female Officers,268
2003,Male Civilians,345
2003,Female Civilians,350
2004,Male Officers,2292
2004,Female Officers,275
2004,Male Civilians,348
2004,Female Civilians,855
2005,Male Officers,2426
2005,Female Officers,296
2005,Male Civilians,370
2005,Female Civilians,445
2006,Male Officers,2336
2006,Female Officers,286
2006,Male Civilians,363
2006,Female Civilians,465
2007,Male Officers,2325
2007,Female Officers,269
2007,Male Civilians,366
2007,Female Civilians,453
2008,Male Officers,2438
2008,Female Officers,283
2008,Male Civilians,375
2008,Female Civilians,448
2009,Male Officers,2311
2009,Female Officers,269
2009,Male Civilians,270
2009,Female Civilians,462
2010,Male Officers,2185
2010,Female Officers,244
2010,Male Civilians,325
2010,Female Civilians,469
2011,Male Officers,2148
2011,Female Officers,240
2011,Male Civilians,317
2011,Female Civilians,495
2012,Male Officers,2023
2012,Female Officers,224
2012,Male Civilians,302
2012,Female Civilians,473
2013,Male Officers,1983
2013,Female Officers,217
2013,Male Civilians,305
2013,Female Civilians,472
2014,Male Officers,2042
2014,Female Officers,215
2014,Male Civilians,297
2014,Female Civilians,452
2015,Male Officers,2182
2015,Female Officers,231
2015,Male Civilians,302
2015,Female Civilians,480
2016,Male Officers,2214
2016,Female Officers,236
2016,Male Civilians,289
2016,Female Civilians,479
2017,Male Officers,2219
2017,Female Officers,237
2017,Male Civilians,284
2017,Female Civilians,461
2018,Male Officers,2179
2018,Female Officers,245
2018,Male Civilians,289
2018,Female Civilians,624
