Series,Year,Rate
1985,Male Officers,3849
1985,Female Officers,473
1985,Male Civilians,706
1985,Female Civilians,1429
1986,Male Officers,4094
1986,Female Officers,497
1986,Male Civilians,770
1986,Female Civilians,1538
1987,Male Officers,3938
1987,Female Officers,494
1987,Male Civilians,403
1987,Female Civilians,1071
1988,Male Officers,4018
1988,Female Officers,471
1988,Male Civilians,409
1988,Female Civilians,1089
1989,Male Officers,4318
1989,Female Officers,588
1989,Male Civilians,324
1989,Female Civilians,1081
1990,Male Officers,4480
1990,Female Officers,573
1990,Male Civilians,384
1990,Female Civilians,1216
1991,Male Officers,4696
1991,Female Officers,620
1991,Male Civilians,611
1991,Female Civilians,1666
1992,Male Officers,4562
1992,Female Officers,599
1992,Male Civilians,840
1992,Female Civilians,1849
1993,Male Officers,4533
1993,Female Officers,594
1993,Male Civilians,719
1993,Female Civilians,1449
1994,Male Officers,3826
1994,Female Officers,448
1994,Male Civilians,664
1994,Female Civilians,1345
1995,Male Officers,3939
1995,Female Officers,515
1995,Male Civilians,755
1995,Female Civilians,1495
1996,Male Officers,3914
1996,Female Officers,505
1996,Male Civilians,840
1996,Female Civilians,1549
1997,Male Officers,3915
1997,Female Officers,475
1997,Male Civilians,936
1997,Female Civilians,1650
1998,Male Officers,4088
1998,Female Officers,498
1998,Male Civilians,998
1998,Female Civilians,1737
1999,Male Officers,7340
1999,Female Officers,1256
1999,Male Civilians,2166
1999,Female Civilians,3402
2000,Male Officers,5675
2000,Female Officers,907
2000,Male Civilians,1232
2000,Female Civilians,2117
2001,Male Officers,5835
2001,Female Officers,938
2001,Male Civilians,1333
2001,Female Civilians,2265
2002,Male Officers,7611
2002,Female Officers,1378
2002,Male Civilians,2244
2002,Female Civilians,3716
2003,Male Officers,7264
2003,Female Officers,1317
2003,Male Civilians,2212
2003,Female Civilians,3668
2004,Male Officers,6958
2004,Female Officers,1257
2004,Male Civilians,2112
2004,Female Civilians,3527
2005,Male Officers,6911
2005,Female Officers,1277
2005,Male Civilians,2135
2005,Female Civilians,3616
2006,Male Officers,7126
2006,Female Officers,1333
2006,Male Civilians,2198
2006,Female Civilians,3683
2007,Male Officers,7784
2007,Female Officers,1494
2007,Male Civilians,2352
2007,Female Civilians,4021
2008,Male Officers,7959
2008,Female Officers,1554
2008,Male Civilians,2599
2008,Female Civilians,4281
2009,Male Officers,7934
2009,Female Officers,1633
2009,Male Civilians,2669
2009,Female Civilians,4353
2010,Male Officers,7901
2010,Female Officers,1600
2010,Male Civilians,2942
2010,Female Civilians,4547
2011,Male Officers,7648
2011,Female Officers,1549
2011,Male Civilians,2987
2011,Female Civilians,4584
2012,Male Officers,7658
2012,Female Officers,1616
2012,Male Civilians,2965
2012,Female Civilians,4557
2013,Male Officers,7563
2013,Female Officers,1623
2013,Male Civilians,2952
2013,Female Civilians,4566
2014,Male Officers,7561
2014,Female Officers,1659
2014,Male Civilians,2936
2014,Female Civilians,4603
2015,Male Officers,7481
2015,Female Officers,1665
2015,Male Civilians,2866
2015,Female Civilians,4570
2016,Male Officers,7623
2016,Female Officers,1693
2016,Male Civilians,2864
2016,Female Civilians,4541
2017,Male Officers,7728
2017,Female Officers,1685
2017,Male Civilians,2619
2017,Female Civilians,3689
2018,Male Officers,7741
2018,Female Officers,1685
2018,Male Civilians,2624
2018,Female Civilians,3704
